id_sewa,nama_penyewa,barang_disewa,tanggal_sewa,tanggal_kembali,total_biaya
4502,Eko 431,TV Panasonic/LG 50 Inch,2024-04-02,2024-04-04,900000
4503,Eko 690,Screen 2x3,2024-07-13,2024-07-18,1500000
4504,Gani 579,Screen 2x3,2023-09-06,2023-09-10,1200000
4505,Citra 943,TV Panasonic/LG 50 Inch,2024-10-29,2024-11-02,1800000
4506,Iwan 625,TV Panasonic/LG 55 Inch,2025-07-12,2025-07-14,1100000
4507,Andi 199,TV Panasonic/LG 75 Inch,2024-01-16,2024-01-19,3600000
4508,Joko 866,Screen 2x3,2024-08-01,2024-08-02,300000
4509,Iwan 628,TV Panasonic/LG 43 Inch,2025-02-20,2025-02-25,1500000
4510,Joko 895,Screen 3x4,2025-05-08,2025-05-14,2400000
4511,Zaki 985,TV Panasonic/LG 50 Inch,2025-06-01,2025-06-06,2250000
4512,Gani 120,TV Panasonic/LG 55 Inch,2023-08-18,2023-08-24,3300000
4513,Budi 541,TV Panasonic/LG 50 Inch,2024-06-22,2024-06-24,900000
4514,Joko 259,TV Panasonic/LG 50 Inch,2024-06-14,2024-06-18,1800000
4515,Dewi 125,TV Panasonic/LG 50 Inch,2024-04-25,2024-05-01,2700000
4516,Dewi 350,Screen 3x4,2024-10-02,2024-10-04,800000
4517,Joko 357,TV Panasonic/LG 43 Inch,2025-01-19,2025-01-26,2100000
4518,Dewi 789,TV Panasonic/LG 65 Inch,2023-05-04,2023-05-07,2100000
4519,Hana 215,TV Panasonic/LG 43 Inch,2024-05-09,2024-05-15,1800000
4520,Hana 717,TV Panasonic/LG 43 Inch,2024-09-01,2024-09-06,1500000
4521,Zaki 276,TV Panasonic/LG 43 Inch,2023-01-09,2023-01-11,600000
4522,Gani 498,TV Panasonic/LG 55 Inch,2023-10-25,2023-10-31,3300000
4523,Hana 193,Epson 6000 Lumens,2026-01-06,2026-01-09,3000000
4524,Santi 209,TV Panasonic/LG 50 Inch,2024-08-28,2024-08-31,1350000
4525,Rina 335,TV Panasonic/LG 43 Inch,2026-03-12,2026-03-19,2100000
4526,Budi 791,TV Panasonic/LG 50 Inch,2024-05-22,2024-05-27,2250000
4527,Fani 192,TV Panasonic/LG 43 Inch,2024-04-28,2024-05-04,1800000
4528,Tono 766,TV Panasonic/LG 43 Inch,2024-07-24,2024-07-31,2100000
4529,Eko 472,TV Panasonic/LG 50 Inch,2024-10-06,2024-10-08,900000
4530,Tono 747,TV Panasonic/LG 55 Inch,2025-08-18,2025-08-25,3850000
4531,Dewi 363,Screen 2x3,2024-12-26,2024-12-31,1500000
4532,Santi 859,TV Panasonic/LG 65 Inch,2023-05-05,2023-05-08,2100000
4533,Dewi 993,TV Panasonic/LG 75 Inch,2023-08-18,2023-08-24,7200000
4534,Wati 912,Screen 2x3,2025-06-10,2025-06-14,1200000
4535,Gani 152,TV Panasonic/LG 50 Inch,2026-03-02,2026-03-08,2700000
4536,Tono 985,TV Panasonic/LG 55 Inch,2023-05-28,2023-05-29,550000
4537,Citra 791,TV Panasonic/LG 43 Inch,2025-03-19,2025-03-26,2100000
4538,Gani 817,TV Panasonic/LG 75 Inch,2023-12-23,2023-12-29,7200000
4539,Budi 697,TV Panasonic/LG 50 Inch,2025-08-19,2025-08-26,3150000
4540,Iwan 950,TV Panasonic/LG 50 Inch,2025-12-28,2026-01-04,3150000
4541,Iwan 876,TV Panasonic/LG 65 Inch,2023-11-14,2023-11-18,2800000
4542,Citra 299,TV Panasonic/LG 55 Inch,2023-02-03,2023-02-05,1100000
4543,Iwan 246,TV Panasonic/LG 50 Inch,2023-10-01,2023-10-05,1800000
4544,Rina 451,TV Panasonic/LG 55 Inch,2025-02-03,2025-02-07,2200000
4545,Eko 371,TV Panasonic/LG 50 Inch,2023-12-12,2023-12-13,450000
4546,Dewi 828,TV Panasonic/LG 43 Inch,2023-07-19,2023-07-21,600000
4547,Citra 293,TV Panasonic/LG 50 Inch,2025-10-19,2025-10-25,2700000
4548,Andi 267,TV Panasonic/LG 55 Inch,2023-04-14,2023-04-19,2750000
4549,Hana 163,TV Panasonic/LG 75 Inch,2025-02-02,2025-02-06,4800000
4550,Hana 157,Epson 6000 Lumens,2025-12-08,2025-12-15,7000000
4551,Eko 895,Screen 2x3,2025-12-29,2025-12-30,300000
4552,Zaki 270,TV Panasonic/LG 50 Inch,2024-06-06,2024-06-11,2250000
4553,Tono 906,Screen 2x3,2026-02-18,2026-02-24,1800000
4554,Tono 780,TV Panasonic/LG 50 Inch,2025-03-02,2025-03-03,450000
4555,Rina 872,Screen 3x4,2023-07-29,2023-08-02,1600000
4556,Zaki 167,TV Panasonic/LG 50 Inch,2025-02-19,2025-02-22,1350000
4557,Hana 826,TV Panasonic/LG 43 Inch,2026-03-24,2026-03-25,300000
4558,Hana 986,Epson 6000 Lumens,2024-12-17,2024-12-20,3000000
4559,Hana 158,TV Panasonic/LG 43 Inch,2023-09-11,2023-09-17,1800000
4560,Fani 995,Screen 2x3,2023-06-25,2023-06-29,1200000
4561,Iwan 732,TV Panasonic/LG 50 Inch,2024-03-23,2024-03-30,3150000
4562,Santi 826,TV Panasonic/LG 75 Inch,2023-08-14,2023-08-19,6000000
4563,Tono 236,Screen 3x4,2023-03-13,2023-03-14,400000
4564,Budi 376,TV Panasonic/LG 50 Inch,2025-04-17,2025-04-23,2700000
4565,Dewi 325,TV Panasonic/LG 55 Inch,2023-04-26,2023-04-30,2200000
4566,Wati 152,Screen 2x3,2023-06-07,2023-06-12,1500000
4567,Wati 324,TV Panasonic/LG 50 Inch,2023-07-17,2023-07-20,1350000
4568,Zaki 648,Epson 6000 Lumens,2025-12-06,2025-12-07,1000000
4569,Budi 707,TV Panasonic/LG 50 Inch,2023-03-28,2023-03-29,450000
4570,Santi 502,TV Panasonic/LG 43 Inch,2023-12-18,2023-12-22,1200000
4571,Zaki 233,TV Panasonic/LG 65 Inch,2024-01-06,2024-01-13,4900000
4572,Gani 408,TV Panasonic/LG 55 Inch,2025-03-02,2025-03-04,1100000
4573,Tono 431,TV Panasonic/LG 43 Inch,2023-06-11,2023-06-14,900000
4574,Citra 609,TV Panasonic/LG 43 Inch,2023-12-15,2023-12-22,2100000
4575,Tono 820,TV Panasonic/LG 43 Inch,2024-02-13,2024-02-14,300000
4576,Santi 850,TV Panasonic/LG 55 Inch,2024-02-22,2024-02-27,2750000
4577,Joko 637,Screen 3x4,2025-03-21,2025-03-27,2400000
4578,Hana 168,TV Panasonic/LG 65 Inch,2024-01-06,2024-01-13,4900000
4579,Santi 579,Epson 6000 Lumens,2026-01-20,2026-01-26,6000000
4580,Joko 692,Screen 3x4,2023-08-15,2023-08-22,2800000
4581,Rina 667,TV Panasonic/LG 43 Inch,2024-07-28,2024-07-31,900000
4582,Iwan 142,Epson 6000 Lumens,2025-01-21,2025-01-26,5000000
4583,Zaki 120,Epson 6000 Lumens,2023-07-06,2023-07-13,7000000
4584,Wati 307,Epson 6000 Lumens,2025-07-07,2025-07-14,7000000
4585,Gani 316,TV Panasonic/LG 75 Inch,2024-05-31,2024-06-07,8400000
4586,Zaki 482,TV Panasonic/LG 43 Inch,2024-03-05,2024-03-12,2100000
4587,Iwan 583,Screen 2x3,2023-11-01,2023-11-07,1800000
4588,Rina 902,TV Panasonic/LG 50 Inch,2023-12-19,2023-12-24,2250000
4589,Iwan 406,TV Panasonic/LG 43 Inch,2023-10-24,2023-10-30,1800000
4590,Fani 162,TV Panasonic/LG 43 Inch,2025-02-06,2025-02-10,1200000
4591,Budi 294,TV Panasonic/LG 43 Inch,2024-11-19,2024-11-21,600000
4592,Citra 649,TV Panasonic/LG 50 Inch,2025-02-25,2025-03-04,3150000
4593,Eko 720,TV Panasonic/LG 50 Inch,2026-02-14,2026-02-21,3150000
4594,Joko 258,Screen 3x4,2024-05-26,2024-05-27,400000
4595,Eko 392,Screen 2x3,2024-04-23,2024-04-24,300000
4596,Tono 587,Screen 3x4,2023-01-18,2023-01-21,1200000
4597,Dewi 374,TV Panasonic/LG 50 Inch,2026-02-24,2026-02-27,1350000
4598,Fani 301,TV Panasonic/LG 43 Inch,2025-01-20,2025-01-27,2100000
4599,Zaki 500,TV Panasonic/LG 50 Inch,2025-01-19,2025-01-24,2250000
4600,Dewi 532,TV Panasonic/LG 50 Inch,2023-11-09,2023-11-12,1350000
4601,Andi 319,TV Panasonic/LG 50 Inch,2023-08-18,2023-08-20,900000
4602,Joko 133,TV Panasonic/LG 50 Inch,2023-02-17,2023-02-20,1350000
4603,Citra 818,TV Panasonic/LG 50 Inch,2024-03-01,2024-03-08,3150000
4604,Citra 561,Epson 6000 Lumens,2024-03-12,2024-03-17,5000000
4605,Gani 151,Epson 6000 Lumens,2023-11-24,2023-11-25,1000000
4606,Andi 244,TV Panasonic/LG 50 Inch,2024-11-16,2024-11-19,1350000
4607,Zaki 999,TV Panasonic/LG 43 Inch,2023-07-15,2023-07-16,300000
4608,Eko 553,TV Panasonic/LG 50 Inch,2024-05-02,2024-05-06,1800000
4609,Santi 576,Screen 2x3,2024-01-17,2024-01-23,1800000
4610,Eko 845,TV Panasonic/LG 55 Inch,2025-11-02,2025-11-09,3850000
4611,Santi 733,TV Panasonic/LG 43 Inch,2024-01-09,2024-01-13,1200000
4612,Gani 721,TV Panasonic/LG 43 Inch,2024-10-27,2024-10-28,300000
4613,Dewi 282,TV Panasonic/LG 43 Inch,2023-09-04,2023-09-08,1200000
4614,Eko 691,TV Panasonic/LG 55 Inch,2024-07-31,2024-08-03,1650000
4615,Fani 912,TV Panasonic/LG 50 Inch,2024-12-26,2024-12-31,2250000
4616,Wati 494,TV Panasonic/LG 50 Inch,2025-01-14,2025-01-18,1800000
4617,Eko 170,TV Panasonic/LG 65 Inch,2023-09-10,2023-09-12,1400000
4618,Fani 416,TV Panasonic/LG 43 Inch,2023-01-13,2023-01-18,1500000
4619,Iwan 170,TV Panasonic/LG 43 Inch,2024-04-27,2024-05-04,2100000
4620,Tono 795,TV Panasonic/LG 43 Inch,2025-04-09,2025-04-16,2100000
4621,Hana 656,Screen 2x3,2023-05-23,2023-05-27,1200000
4622,Joko 600,TV Panasonic/LG 50 Inch,2025-02-06,2025-02-09,1350000
4623,Tono 627,TV Panasonic/LG 43 Inch,2023-11-13,2023-11-20,2100000
4624,Santi 751,TV Panasonic/LG 43 Inch,2023-03-22,2023-03-25,900000
4625,Citra 795,TV Panasonic/LG 50 Inch,2025-07-22,2025-07-26,1800000
4626,Iwan 654,TV Panasonic/LG 43 Inch,2026-01-09,2026-01-11,600000
4627,Citra 230,TV Panasonic/LG 43 Inch,2025-02-06,2025-02-08,600000
4628,Gani 391,TV Panasonic/LG 55 Inch,2026-04-08,2026-04-09,550000
4629,Tono 131,TV Panasonic/LG 50 Inch,2024-07-26,2024-07-28,900000
4630,Rina 298,TV Panasonic/LG 55 Inch,2026-04-20,2026-04-23,1650000
4631,Joko 613,TV Panasonic/LG 65 Inch,2024-02-06,2024-02-10,2800000
4632,Budi 485,Epson 6000 Lumens,2023-10-03,2023-10-09,6000000
4633,Tono 339,TV Panasonic/LG 75 Inch,2023-12-08,2023-12-13,6000000
4634,Gani 268,TV Panasonic/LG 43 Inch,2026-01-01,2026-01-04,900000
4635,Tono 940,TV Panasonic/LG 50 Inch,2023-04-03,2023-04-07,1800000
4636,Eko 579,Epson 6000 Lumens,2025-03-10,2025-03-14,4000000
4637,Tono 122,Screen 2x3,2024-10-17,2024-10-22,1500000
4638,Wati 383,TV Panasonic/LG 43 Inch,2025-01-27,2025-02-02,1800000
4639,Rina 702,TV Panasonic/LG 55 Inch,2023-10-10,2023-10-15,2750000
4640,Budi 441,TV Panasonic/LG 50 Inch,2025-11-24,2025-11-25,450000
4641,Citra 816,TV Panasonic/LG 50 Inch,2025-08-23,2025-08-27,1800000
4642,Joko 548,Screen 2x3,2025-01-01,2025-01-04,900000
4643,Citra 581,TV Panasonic/LG 55 Inch,2023-12-26,2024-01-02,3850000
4644,Andi 796,Screen 2x3,2025-04-29,2025-05-04,1500000
4645,Rina 997,TV Panasonic/LG 43 Inch,2026-01-29,2026-02-03,1500000
4646,Joko 558,Epson 6000 Lumens,2023-11-06,2023-11-12,6000000
4647,Fani 150,TV Panasonic/LG 43 Inch,2023-11-06,2023-11-07,300000
4648,Gani 147,TV Panasonic/LG 55 Inch,2023-06-13,2023-06-19,3300000
4649,Dewi 664,TV Panasonic/LG 55 Inch,2023-04-10,2023-04-17,3850000
4650,Joko 202,TV Panasonic/LG 65 Inch,2024-02-15,2024-02-20,3500000
4651,Eko 187,Screen 3x4,2024-05-20,2024-05-22,800000
4652,Rina 693,TV Panasonic/LG 50 Inch,2025-09-19,2025-09-23,1800000
4653,Citra 725,TV Panasonic/LG 43 Inch,2025-07-12,2025-07-13,300000
4654,Iwan 814,Screen 2x3,2023-10-12,2023-10-16,1200000
4655,Santi 913,TV Panasonic/LG 50 Inch,2024-08-23,2024-08-28,2250000
4656,Eko 355,TV Panasonic/LG 50 Inch,2024-10-24,2024-10-29,2250000
4657,Budi 222,TV Panasonic/LG 75 Inch,2023-05-19,2023-05-20,1200000
4658,Citra 590,TV Panasonic/LG 75 Inch,2023-07-01,2023-07-03,2400000
4659,Rina 852,Screen 2x3,2025-03-16,2025-03-21,1500000
4660,Andi 925,TV Panasonic/LG 55 Inch,2025-08-20,2025-08-24,2200000
4661,Budi 357,TV Panasonic/LG 43 Inch,2024-10-30,2024-11-02,900000
4662,Hana 303,TV Panasonic/LG 50 Inch,2025-07-04,2025-07-09,2250000
4663,Dewi 207,TV Panasonic/LG 43 Inch,2025-07-15,2025-07-19,1200000
4664,Wati 176,TV Panasonic/LG 43 Inch,2023-12-31,2024-01-07,2100000
4665,Wati 169,Screen 2x3,2023-04-22,2023-04-26,1200000
4666,Santi 104,TV Panasonic/LG 55 Inch,2023-06-29,2023-06-30,550000
4667,Tono 295,TV Panasonic/LG 55 Inch,2025-05-06,2025-05-09,1650000
4668,Tono 703,TV Panasonic/LG 75 Inch,2023-10-07,2023-10-12,6000000
4669,Tono 125,Screen 3x4,2026-01-10,2026-01-12,800000
4670,Iwan 426,Screen 2x3,2023-05-24,2023-05-28,1200000
4671,Hana 336,TV Panasonic/LG 55 Inch,2025-10-07,2025-10-11,2200000
4672,Budi 303,TV Panasonic/LG 55 Inch,2025-08-18,2025-08-22,2200000
4673,Wati 765,TV Panasonic/LG 43 Inch,2025-09-22,2025-09-29,2100000
4674,Budi 190,TV Panasonic/LG 50 Inch,2023-07-06,2023-07-10,1800000
4675,Citra 372,Screen 2x3,2023-03-24,2023-03-29,1500000
4676,Iwan 709,TV Panasonic/LG 75 Inch,2024-01-01,2024-01-04,3600000
4677,Andi 547,TV Panasonic/LG 65 Inch,2024-05-25,2024-05-28,2100000
4678,Hana 336,TV Panasonic/LG 55 Inch,2024-09-13,2024-09-18,2750000
4679,Wati 382,Epson 6000 Lumens,2026-01-31,2026-02-02,2000000
4680,Wati 795,TV Panasonic/LG 50 Inch,2024-08-24,2024-08-26,900000
4681,Andi 942,TV Panasonic/LG 43 Inch,2023-12-28,2023-12-30,600000
4682,Andi 309,TV Panasonic/LG 50 Inch,2025-11-28,2025-12-02,1800000
4683,Rina 186,TV Panasonic/LG 75 Inch,2026-01-10,2026-01-14,4800000
4684,Zaki 952,Screen 3x4,2024-03-04,2024-03-07,1200000
4685,Eko 764,TV Panasonic/LG 65 Inch,2023-04-23,2023-04-26,2100000
4686,Eko 782,TV Panasonic/LG 43 Inch,2025-01-06,2025-01-10,1200000
4687,Santi 260,Epson 6000 Lumens,2024-11-08,2024-11-15,7000000
4688,Gani 277,TV Panasonic/LG 43 Inch,2025-11-28,2025-11-29,300000
4689,Budi 835,Epson 6000 Lumens,2025-07-01,2025-07-02,1000000
4690,Rina 770,Epson 6000 Lumens,2023-03-23,2023-03-28,5000000
4691,Joko 943,TV Panasonic/LG 50 Inch,2024-04-01,2024-04-04,1350000
4692,Joko 697,Screen 2x3,2025-03-23,2025-03-30,2100000
4693,Joko 489,TV Panasonic/LG 50 Inch,2025-04-02,2025-04-08,2700000
4694,Tono 264,TV Panasonic/LG 50 Inch,2023-09-13,2023-09-18,2250000
4695,Gani 987,TV Panasonic/LG 43 Inch,2023-08-01,2023-08-02,300000
4696,Gani 286,TV Panasonic/LG 75 Inch,2026-01-12,2026-01-15,3600000
4697,Andi 813,Epson 6000 Lumens,2026-01-27,2026-01-30,3000000
4698,Hana 597,Screen 3x4,2025-10-19,2025-10-24,2000000
4699,Fani 588,TV Panasonic/LG 50 Inch,2025-06-05,2025-06-09,1800000
4700,Eko 760,TV Panasonic/LG 55 Inch,2026-04-16,2026-04-18,1100000
4701,Andi 591,TV Panasonic/LG 55 Inch,2023-07-24,2023-07-27,1650000
4702,Budi 396,Screen 2x3,2025-10-24,2025-10-29,1500000
4703,Wati 939,TV Panasonic/LG 43 Inch,2024-02-17,2024-02-23,1800000
4704,Gani 987,TV Panasonic/LG 50 Inch,2024-05-22,2024-05-27,2250000
4705,Gani 909,Screen 2x3,2024-09-02,2024-09-04,600000
4706,Gani 511,Epson 6000 Lumens,2023-10-27,2023-11-01,5000000
4707,Hana 320,TV Panasonic/LG 43 Inch,2023-10-17,2023-10-23,1800000
4708,Budi 951,TV Panasonic/LG 43 Inch,2025-09-10,2025-09-15,1500000
4709,Dewi 956,TV Panasonic/LG 65 Inch,2024-04-10,2024-04-12,1400000
4710,Joko 574,Screen 2x3,2023-12-10,2023-12-17,2100000
4711,Hana 510,TV Panasonic/LG 65 Inch,2024-04-21,2024-04-25,2800000
4712,Joko 518,Screen 2x3,2025-07-08,2025-07-10,600000
4713,Iwan 913,Epson 6000 Lumens,2023-04-07,2023-04-11,4000000
4714,Citra 818,TV Panasonic/LG 65 Inch,2023-03-16,2023-03-20,2800000
4715,Zaki 432,Epson 6000 Lumens,2025-01-25,2025-01-26,1000000
4716,Hana 268,Epson 6000 Lumens,2023-03-13,2023-03-15,2000000
4717,Zaki 968,Screen 2x3,2025-02-10,2025-02-13,900000
4718,Hana 848,TV Panasonic/LG 43 Inch,2023-01-29,2023-02-04,1800000
4719,Citra 535,TV Panasonic/LG 43 Inch,2023-12-01,2023-12-03,600000
4720,Eko 815,TV Panasonic/LG 50 Inch,2024-05-17,2024-05-18,450000
4721,Budi 420,TV Panasonic/LG 55 Inch,2025-03-13,2025-03-18,2750000
4722,Citra 317,TV Panasonic/LG 55 Inch,2025-10-13,2025-10-18,2750000
4723,Tono 749,TV Panasonic/LG 55 Inch,2025-04-01,2025-04-02,550000
4724,Wati 188,TV Panasonic/LG 50 Inch,2025-06-26,2025-07-01,2250000
4725,Wati 896,TV Panasonic/LG 43 Inch,2025-10-16,2025-10-19,900000
4726,Santi 614,TV Panasonic/LG 50 Inch,2024-11-26,2024-11-30,1800000
4727,Fani 497,TV Panasonic/LG 43 Inch,2023-06-11,2023-06-15,1200000
4728,Gani 989,TV Panasonic/LG 55 Inch,2023-10-23,2023-10-24,550000
4729,Santi 275,TV Panasonic/LG 50 Inch,2023-01-09,2023-01-10,450000
4730,Wati 766,Screen 2x3,2025-04-11,2025-04-18,2100000
4731,Citra 450,TV Panasonic/LG 55 Inch,2024-07-22,2024-07-29,3850000
4732,Eko 728,TV Panasonic/LG 55 Inch,2024-02-29,2024-03-07,3850000
4733,Eko 540,Epson 6000 Lumens,2023-02-15,2023-02-16,1000000
4734,Rina 582,Epson 6000 Lumens,2025-09-23,2025-09-26,3000000
4735,Gani 212,Epson 6000 Lumens,2026-03-26,2026-03-28,2000000
4736,Dewi 509,Screen 2x3,2025-10-05,2025-10-08,900000
4737,Budi 456,Screen 3x4,2024-01-29,2024-02-05,2800000
4738,Zaki 364,Screen 3x4,2025-10-20,2025-10-27,2800000
4739,Eko 635,Screen 3x4,2025-09-20,2025-09-25,2000000
4740,Citra 115,TV Panasonic/LG 75 Inch,2025-03-20,2025-03-25,6000000
4741,Hana 259,TV Panasonic/LG 65 Inch,2024-10-13,2024-10-15,1400000
4742,Gani 262,TV Panasonic/LG 55 Inch,2025-12-25,2025-12-30,2750000
4743,Iwan 190,TV Panasonic/LG 50 Inch,2023-08-29,2023-09-03,2250000
4744,Iwan 260,Epson 6000 Lumens,2024-11-09,2024-11-10,1000000
4745,Hana 614,Screen 3x4,2023-06-01,2023-06-03,800000
4746,Citra 876,TV Panasonic/LG 55 Inch,2026-04-14,2026-04-15,550000
4747,Joko 154,TV Panasonic/LG 43 Inch,2026-04-12,2026-04-17,1500000
4748,Gani 100,Screen 3x4,2023-12-07,2023-12-11,1600000
4749,Fani 772,TV Panasonic/LG 65 Inch,2025-03-18,2025-03-23,3500000
4750,Citra 721,TV Panasonic/LG 43 Inch,2023-12-31,2024-01-07,2100000
4751,Hana 574,Screen 2x3,2024-01-27,2024-02-01,1500000
4752,Citra 695,TV Panasonic/LG 43 Inch,2023-03-28,2023-04-02,1500000
4753,Eko 748,TV Panasonic/LG 43 Inch,2023-05-20,2023-05-27,2100000
4754,Iwan 659,Screen 2x3,2025-10-25,2025-10-30,1500000
4755,Tono 956,Epson 6000 Lumens,2024-04-06,2024-04-07,1000000
4756,Citra 467,TV Panasonic/LG 65 Inch,2025-10-05,2025-10-10,3500000
4757,Fani 933,TV Panasonic/LG 43 Inch,2024-02-05,2024-02-10,1500000
4758,Joko 342,TV Panasonic/LG 43 Inch,2025-06-13,2025-06-20,2100000
4759,Joko 431,Screen 2x3,2026-03-26,2026-03-28,600000
4760,Iwan 303,Epson 6000 Lumens,2026-01-16,2026-01-22,6000000
4761,Fani 920,Epson 6000 Lumens,2025-12-06,2025-12-08,2000000
4762,Eko 469,TV Panasonic/LG 43 Inch,2026-02-15,2026-02-21,1800000
4763,Rina 207,Screen 2x3,2024-10-26,2024-10-28,600000
4764,Gani 988,TV Panasonic/LG 50 Inch,2023-01-10,2023-01-16,2700000
4765,Citra 786,TV Panasonic/LG 43 Inch,2024-02-06,2024-02-08,600000
4766,Tono 783,Epson 6000 Lumens,2026-02-22,2026-02-23,1000000
4767,Gani 993,TV Panasonic/LG 55 Inch,2024-06-28,2024-07-03,2750000
4768,Eko 150,TV Panasonic/LG 55 Inch,2024-02-11,2024-02-12,550000
4769,Gani 606,Screen 2x3,2023-07-09,2023-07-16,2100000
4770,Joko 357,Screen 2x3,2025-12-15,2025-12-18,900000
4771,Rina 889,TV Panasonic/LG 43 Inch,2024-04-26,2024-05-03,2100000
4772,Joko 729,Epson 6000 Lumens,2026-01-22,2026-01-26,4000000
4773,Santi 595,Epson 6000 Lumens,2025-01-13,2025-01-16,3000000
4774,Hana 254,Epson 6000 Lumens,2023-12-24,2023-12-28,4000000
4775,Iwan 404,TV Panasonic/LG 43 Inch,2024-08-02,2024-08-04,600000
4776,Andi 890,Screen 2x3,2023-01-31,2023-02-01,300000
4777,Dewi 487,TV Panasonic/LG 43 Inch,2024-08-03,2024-08-07,1200000
4778,Andi 681,TV Panasonic/LG 55 Inch,2024-11-24,2024-11-26,1100000
4779,Iwan 529,TV Panasonic/LG 43 Inch,2023-02-14,2023-02-20,1800000
4780,Iwan 147,Epson 6000 Lumens,2024-07-18,2024-07-19,1000000
4781,Eko 747,Epson 6000 Lumens,2024-09-30,2024-10-02,2000000
4782,Joko 532,TV Panasonic/LG 50 Inch,2025-08-05,2025-08-07,900000
4783,Iwan 391,TV Panasonic/LG 55 Inch,2023-09-03,2023-09-08,2750000
4784,Zaki 794,Screen 2x3,2025-10-20,2025-10-24,1200000
4785,Iwan 515,TV Panasonic/LG 43 Inch,2025-02-24,2025-02-25,300000
4786,Andi 172,TV Panasonic/LG 50 Inch,2025-08-15,2025-08-20,2250000
4787,Santi 334,TV Panasonic/LG 55 Inch,2024-11-26,2024-11-27,550000
4788,Budi 814,Epson 6000 Lumens,2025-05-07,2025-05-13,6000000
4789,Andi 246,TV Panasonic/LG 43 Inch,2024-07-01,2024-07-08,2100000
4790,Citra 213,TV Panasonic/LG 50 Inch,2023-10-08,2023-10-11,1350000
4791,Santi 517,TV Panasonic/LG 75 Inch,2024-05-16,2024-05-22,7200000
4792,Eko 514,TV Panasonic/LG 43 Inch,2024-02-06,2024-02-09,900000
4793,Joko 518,TV Panasonic/LG 75 Inch,2023-07-01,2023-07-08,8400000
4794,Gani 206,TV Panasonic/LG 50 Inch,2023-08-23,2023-08-26,1350000
4795,Eko 754,TV Panasonic/LG 50 Inch,2024-04-02,2024-04-05,1350000
4796,Wati 254,TV Panasonic/LG 43 Inch,2025-05-20,2025-05-22,600000
4797,Hana 116,Epson 6000 Lumens,2025-11-29,2025-12-06,7000000
4798,Rina 895,TV Panasonic/LG 65 Inch,2024-09-24,2024-09-27,2100000
4799,Iwan 341,Epson 6000 Lumens,2024-07-09,2024-07-13,4000000
4800,Citra 194,Epson 6000 Lumens,2023-03-02,2023-03-07,5000000
4801,Joko 326,Screen 2x3,2026-04-10,2026-04-13,900000
4802,Wati 415,TV Panasonic/LG 50 Inch,2025-06-06,2025-06-07,450000
4803,Gani 595,Screen 2x3,2025-07-31,2025-08-01,300000
4804,Joko 931,TV Panasonic/LG 43 Inch,2025-11-25,2025-11-29,1200000
4805,Tono 237,TV Panasonic/LG 43 Inch,2023-10-19,2023-10-22,900000
4806,Tono 352,TV Panasonic/LG 43 Inch,2025-07-04,2025-07-05,300000
4807,Joko 288,TV Panasonic/LG 50 Inch,2023-04-01,2023-04-07,2700000
4808,Joko 558,TV Panasonic/LG 65 Inch,2025-09-13,2025-09-14,700000
4809,Santi 640,TV Panasonic/LG 55 Inch,2025-11-17,2025-11-22,2750000
4810,Rina 895,TV Panasonic/LG 75 Inch,2023-12-10,2023-12-16,7200000
4811,Eko 148,TV Panasonic/LG 50 Inch,2023-10-25,2023-10-29,1800000
4812,Wati 452,TV Panasonic/LG 43 Inch,2024-08-31,2024-09-05,1500000
4813,Fani 402,TV Panasonic/LG 43 Inch,2023-11-30,2023-12-06,1800000
4814,Andi 269,Epson 6000 Lumens,2026-03-28,2026-04-01,4000000
4815,Gani 336,TV Panasonic/LG 55 Inch,2025-02-21,2025-02-24,1650000
4816,Tono 313,Screen 2x3,2023-05-31,2023-06-07,2100000
4817,Santi 575,TV Panasonic/LG 50 Inch,2025-03-14,2025-03-19,2250000
4818,Tono 743,TV Panasonic/LG 50 Inch,2026-02-13,2026-02-16,1350000
4819,Rina 299,TV Panasonic/LG 65 Inch,2025-06-26,2025-06-27,700000
4820,Eko 153,TV Panasonic/LG 50 Inch,2024-03-23,2024-03-30,3150000
4821,Dewi 524,TV Panasonic/LG 43 Inch,2023-07-20,2023-07-25,1500000
4822,Tono 680,TV Panasonic/LG 50 Inch,2024-03-28,2024-04-02,2250000
4823,Iwan 366,Epson 6000 Lumens,2024-06-05,2024-06-12,7000000
4824,Eko 980,TV Panasonic/LG 50 Inch,2024-08-06,2024-08-07,450000
4825,Budi 966,TV Panasonic/LG 50 Inch,2024-05-20,2024-05-25,2250000
4826,Gani 323,TV Panasonic/LG 65 Inch,2025-12-25,2026-01-01,4900000
4827,Iwan 159,TV Panasonic/LG 50 Inch,2023-07-21,2023-07-28,3150000
4828,Budi 330,TV Panasonic/LG 43 Inch,2023-03-20,2023-03-22,600000
4829,Wati 868,TV Panasonic/LG 55 Inch,2024-07-03,2024-07-08,2750000
4830,Wati 210,TV Panasonic/LG 43 Inch,2023-06-29,2023-07-01,600000
4831,Joko 383,TV Panasonic/LG 50 Inch,2025-12-14,2025-12-15,450000
4832,Citra 644,TV Panasonic/LG 65 Inch,2026-03-13,2026-03-15,1400000
4833,Joko 770,TV Panasonic/LG 43 Inch,2024-06-25,2024-06-26,300000
4834,Rina 419,TV Panasonic/LG 50 Inch,2024-01-04,2024-01-06,900000
